contractSymbol,strike,lastPrice,bid,ask,impliedVolatility,expiry,option_type,market_price,spot_price,sigma,ticker
AAPL260807P00210000,210.0,0.05,0.0,0.38,1.0605515722656251,2026-08-07,put,0.19,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00215000,215.0,0.03,0.0,0.36,1.0039112304687499,2026-08-07,put,0.18,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00220000,220.0,0.07,0.01,0.07,0.804689453125,2026-08-07,put,0.04,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00225000,225.0,0.02,0.02,0.25,0.87695435546875,2026-08-07,put,0.135,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00230000,230.0,0.08,0.01,0.26,0.8320329296874999,2026-08-07,put,0.135,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00235000,235.0,0.04,0.01,0.13,0.7304714453125,2026-08-07,put,0.07,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00240000,240.0,0.06,0.01,0.1,0.6718782812500002,2026-08-07,put,0.055,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00245000,245.0,0.08,0.01,0.12,0.6445348046875,2026-08-07,put,0.065,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00250000,250.0,0.1,0.03,0.12,0.6171913281250001,2026-08-07,put,0.075,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00255000,255.0,0.09,0.08,0.13,0.6025430371093752,2026-08-07,put,0.10500000000000001,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00260000,260.0,0.12,0.1,0.17,0.5820354296875,2026-08-07,put,0.135,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00265000,265.0,0.16,0.11,0.17,0.5449264257812501,2026-08-07,put,0.14,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00270000,270.0,0.15,0.12,0.24,0.523442265625,2026-08-07,put,0.18,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00275000,275.0,0.21,0.2,0.21,0.495122236328125,2026-08-07,put,0.20500000000000002,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00280000,280.0,0.27,0.25,0.29,0.47900911621093745,2026-08-07,put,0.27,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00285000,285.0,0.35,0.29,0.4,0.4626518579101563,2026-08-07,put,0.345,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00290000,290.0,0.47,0.44,0.5,0.4379939013671875,2026-08-07,put,0.47,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00295000,295.0,0.67,0.54,0.7,0.4226131958007812,2026-08-07,put,0.62,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00300000,300.0,0.83,0.86,0.92,0.401373173828125,2026-08-07,put,0.89,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00302500,302.5,1.13,0.96,1.15,0.3996642065429688,2026-08-07,put,1.055,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00305000,305.0,1.31,1.15,1.37,0.39331661376953125,2026-08-07,put,1.26,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00310000,310.0,1.75,1.71,1.87,0.3763490100097656,2026-08-07,put,1.79,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00312500,312.5,2.11,2.05,2.23,0.37085590087890624,2026-08-07,put,2.1399999999999997,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00315000,315.0,2.59,2.47,2.64,0.36475244628906256,2026-08-07,put,2.555,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00317500,317.5,3.11,2.96,3.2,0.36304347900390627,2026-08-07,put,3.08,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00320000,320.0,3.6,3.5,3.75,0.3566958862304687,2026-08-07,put,3.625,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00322500,322.5,4.45,4.1,4.45,0.3534000207519531,2026-08-07,put,4.275,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00325000,325.0,5.0,4.95,5.2,0.3482120843505859,2026-08-07,put,5.075,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00327500,327.5,6.0,5.8,6.1,0.3450993225097656,2026-08-07,put,5.949999999999999,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00330000,330.0,6.95,6.8,7.1,0.3416203533935547,2026-08-07,put,6.949999999999999,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00332500,332.5,8.05,7.75,8.2,0.33765310791015624,2026-08-07,put,7.975,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00335000,335.0,9.33,9.1,9.5,0.33704276245117193,2026-08-07,put,9.3,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00337500,337.5,10.7,10.45,10.95,0.33777517700195314,2026-08-07,put,10.7,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00340000,340.0,12.25,11.7,12.4,0.33386896606445315,2026-08-07,put,12.05,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00342500,342.5,13.85,13.35,14.1,0.33576103698730464,2026-08-07,put,13.725,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00345000,345.0,16.21,14.85,16.3,0.355902437133789,2026-08-07,put,15.575,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00347500,347.5,17.9,16.15,18.35,0.3665834826660156,2026-08-07,put,17.25,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00350000,350.0,21.0,18.05,20.45,0.3767762518310547,2026-08-07,put,19.25,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00352500,352.5,28.5,19.9,22.9,0.4024717956542969,2026-08-07,put,21.4,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00355000,355.0,23.6,21.55,25.05,0.4110166320800781,2026-08-07,put,23.3,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00360000,360.0,29.45,26.45,29.6,0.4359187268066406,2026-08-07,put,28.025,333.0199890136719,0.24803671732888494,AAPL
AAPL260807P00370000,370.0,40.2,35.85,39.0,0.4870656762695313,2026-08-07,put,37.425,333.0199890136719,0.24803671732888494,AAPL
NVDA260803C00110000,110.0,98.0,92.55,99.85,3.026369621582031,2026-08-03,call,96.19999999999999,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00160000,160.0,53.15,43.0,49.95,1.5200219311523435,2026-08-03,call,46.475,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00170000,170.0,37.2,33.05,40.05,1.2707555993652342,2026-08-03,call,36.55,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00172500,172.5,37.36,30.65,37.55,1.2055703784179688,2026-08-03,call,34.099999999999994,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00175000,175.0,35.35,28.15,35.1,1.1469769213867185,2026-08-03,call,31.625,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00177500,177.5,32.45,25.8,32.7,1.0944869494628908,2026-08-03,call,29.25,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00180000,180.0,28.65,23.35,30.2,1.0290575891113285,2026-08-03,call,26.775,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00182500,182.5,28.07,24.4,25.45,0.5576216113281252,2026-08-03,call,24.924999999999997,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00185000,185.0,25.3,22.0,23.2,0.5459029785156251,2026-08-03,call,22.6,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00187500,187.5,18.77,19.8,20.85,0.534184345703125,2026-08-03,call,20.325000000000003,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00190000,190.0,17.77,17.35,18.75,0.514653291015625,2026-08-03,call,18.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00192500,192.5,18.15,15.1,16.3,0.5502974658203126,2026-08-03,call,15.7,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00195000,195.0,12.46,13.3,14.05,0.5151415673828125,2026-08-03,call,13.675,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00197500,197.5,10.85,11.3,12.1,0.5031787963867188,2026-08-03,call,11.7,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00200000,200.0,9.57,9.5,9.8,0.4508111560058594,2026-08-03,call,9.65,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00202500,202.5,7.79,7.4,8.05,0.4379939013671875,2026-08-03,call,7.7250000000000005,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00205000,205.0,6.1,6.1,6.45,0.4249325085449219,2026-08-03,call,6.275,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00207500,207.5,4.86,4.75,5.05,0.414068359375,2026-08-03,call,4.9,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00210000,210.0,3.8,3.7,3.85,0.40454697021484376,2026-08-03,call,3.7750000000000004,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00212500,212.5,2.78,2.75,2.85,0.3957579956054688,2026-08-03,call,2.8,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00215000,215.0,1.96,1.96,2.06,0.3892883337402344,2026-08-03,call,2.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00217500,217.5,1.42,1.35,1.44,0.3830628100585937,2026-08-03,call,1.395,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00220000,220.0,0.93,0.9,0.99,0.3794007373046875,2026-08-03,call,0.9450000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00222500,222.5,0.52,0.59,0.67,0.3776917700195312,2026-08-03,call,0.63,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00225000,225.0,0.4,0.38,0.43,0.37354142089843745,2026-08-03,call,0.405,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00227500,227.5,0.22,0.24,0.28,0.37354142089843745,2026-08-03,call,0.26,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00230000,230.0,0.19,0.15,0.19,0.37793590820312495,2026-08-03,call,0.16999999999999998,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00232500,232.5,0.13,0.11,0.13,0.38281867187499996,2026-08-03,call,0.12,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00235000,235.0,0.09,0.08,0.11,0.401373173828125,2026-08-03,call,0.095,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00240000,240.0,0.04,0.03,0.08,0.43555251953125,2026-08-03,call,0.055,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00245000,245.0,0.04,0.01,0.06,0.4687553125,2026-08-03,call,0.034999999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00250000,250.0,0.02,0.01,0.05,0.5039112109375,2026-08-03,call,0.030000000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00255000,255.0,0.03,0.02,0.05,0.5273484765625001,2026-08-03,call,0.035,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00260000,260.0,0.02,0.0,0.04,0.5390671093750001,2026-08-03,call,0.02,206.83999633789062,0.35864999389632607,NVDA
NVDA260803C00265000,265.0,0.03,0.0,0.04,0.57812921875,2026-08-03,call,0.02,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00160000,160.0,53.25,44.6,49.5,0.7460962890625,2026-08-05,call,47.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00165000,165.0,49.38,38.15,45.2,1.2880894970703123,2026-08-05,call,41.675,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00170000,170.0,44.02,33.2,40.25,1.1743205346679688,2026-08-05,call,36.725,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00175000,175.0,34.47,29.9,33.25,0.7905294384765625,2026-08-05,call,31.575,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00177500,177.5,32.49,25.9,32.9,1.0122119702148438,2026-08-05,call,29.4,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00180000,180.0,28.27,26.85,28.35,0.5830119824218749,2026-08-05,call,27.6,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00182500,182.5,27.1,24.45,25.7,0.5336960693359375,2026-08-05,call,25.075,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00185000,185.0,21.25,22.1,23.65,0.5378464184570313,2026-08-05,call,22.875,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00187500,187.5,21.03,19.8,21.55,0.5310105493164063,2026-08-05,call,20.675,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00195000,195.0,14.0,13.35,14.9,0.5427291821289064,2026-08-05,call,14.125,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00197500,197.5,11.22,11.45,13.15,0.5417526293945314,2026-08-05,call,12.3,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00200000,200.0,9.45,10.3,11.1,0.5089160437011719,2026-08-05,call,10.7,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00202500,202.5,7.4,8.0,9.0,0.4660697924804688,2026-08-05,call,8.5,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00205000,205.0,7.0,6.8,7.25,0.4409235595703125,2026-08-05,call,7.025,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00207500,207.5,5.4,5.3,5.9,0.4338435522460938,2026-08-05,call,5.6,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00210000,210.0,4.5,4.45,4.6,0.41919526123046874,2026-08-05,call,4.525,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00212500,212.5,3.08,3.4,3.55,0.41040628662109374,2026-08-05,call,3.4749999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00215000,215.0,2.55,2.53,2.67,0.4019835192871094,2026-08-05,call,2.5999999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00217500,217.5,1.9,1.85,1.97,0.39551385742187506,2026-08-05,call,1.9100000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00220000,220.0,1.35,1.31,1.43,0.39087523193359375,2026-08-05,call,1.37,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00222500,222.5,0.87,0.92,1.01,0.38623660644531244,2026-08-05,call,0.9650000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00225000,225.0,0.6,0.63,0.72,0.3857483300781249,2026-08-05,call,0.675,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00227500,227.5,0.42,0.43,0.51,0.38623660644531244,2026-08-05,call,0.47,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00230000,230.0,0.3,0.29,0.37,0.39014281738281253,2026-08-05,call,0.32999999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00232500,232.5,0.21,0.2,0.27,0.39453730468750003,2026-08-05,call,0.23500000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00235000,235.0,0.18,0.14,0.2,0.40039662109375,2026-08-05,call,0.17,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00240000,240.0,0.11,0.08,0.13,0.422857333984375,2026-08-05,call,0.10500000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00245000,245.0,0.09,0.04,0.1,0.454107021484375,2026-08-05,call,0.07,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00250000,250.0,0.08,0.02,0.08,0.48438015625,2026-08-05,call,0.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00255000,255.0,0.03,0.01,0.07,0.51758294921875,2026-08-05,call,0.04,206.83999633789062,0.35864999389632607,NVDA
NVDA260805C00260000,260.0,0.05,0.01,0.06,0.51562984375,2026-08-05,call,0.034999999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00065000,65.0,140.31,138.1,144.85,4.279301525878906,2026-08-07,call,141.475,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00075000,75.0,139.29,128.1,134.95,3.824219189453125,2026-08-07,call,131.52499999999998,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00085000,85.0,123.74,118.15,124.95,3.4018569641113277,2026-08-07,call,121.55000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00090000,90.0,124.23,113.15,119.9,3.1967793518066405,2026-08-07,call,116.525,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00100000,100.0,115.06,103.15,109.95,2.857913011474609,2026-08-07,call,106.55000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00110000,110.0,103.51,93.2,99.95,2.540042712402343,2026-08-07,call,96.575,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00115000,115.0,94.6,88.4,94.2,2.227543493652343,2026-08-07,call,91.30000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00120000,120.0,84.5,83.25,90.0,2.258793415527343,2026-08-07,call,86.625,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00125000,125.0,81.61,78.5,84.8,2.083745025024414,2026-08-07,call,81.65,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00130000,130.0,80.05,73.5,79.8,1.953125234375,2026-08-07,call,76.65,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00135000,135.0,72.81,68.35,74.65,1.800293967285156,2026-08-07,call,71.5,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00140000,140.0,66.85,65.1,69.9,1.19922275390625,2026-08-07,call,67.5,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00145000,145.0,64.75,58.6,64.7,1.5693380908203123,2026-08-07,call,61.650000000000006,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00150000,150.0,55.95,53.6,59.85,1.4765651171875,2026-08-07,call,56.725,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00155000,155.0,54.75,48.6,55.05,1.3906280468749999,2026-08-07,call,51.825,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00160000,160.0,45.85,43.7,49.85,1.2514685864257813,2026-08-07,call,46.775000000000006,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00165000,165.0,42.06,39.0,44.65,1.1164594958496092,2026-08-07,call,41.825,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00170000,170.0,36.08,36.95,39.15,0.7866232275390624,2026-08-07,call,38.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00175000,175.0,31.64,31.8,33.95,0.6684603466796877,2026-08-07,call,32.875,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00180000,180.0,27.85,27.45,28.5,0.596683720703125,2026-08-07,call,27.975,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00182500,182.5,23.74,25.1,25.95,0.559574716796875,2026-08-07,call,25.525,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00185000,185.0,22.55,22.8,23.6,0.5373581420898439,2026-08-07,call,23.200000000000003,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00187500,187.5,19.6,20.55,21.25,0.514653291015625,2026-08-07,call,20.9,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00190000,190.0,17.46,18.4,19.05,0.5007374145507812,2026-08-07,call,18.725,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00192500,192.5,16.35,16.3,16.95,0.5167284655761719,2026-08-07,call,16.625,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00195000,195.0,13.25,14.5,14.95,0.5033008654785156,2026-08-07,call,14.725,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00197500,197.5,12.45,12.55,12.95,0.48352567260742196,2026-08-07,call,12.75,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00200000,200.0,10.1,10.75,11.1,0.4681449670410156,2026-08-07,call,10.925,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00202500,202.5,9.2,9.05,9.4,0.4555718505859375,2026-08-07,call,9.225000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00205000,205.0,7.8,7.65,7.8,0.4412897668457031,2026-08-07,call,7.725,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00207500,207.5,6.35,6.2,6.45,0.43445389770507814,2026-08-07,call,6.325,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00210000,210.0,5.2,5.05,5.2,0.42456630126953127,2026-08-07,call,5.125,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00212500,212.5,4.1,4.0,4.15,0.41797457031249996,2026-08-07,call,4.075,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00215000,215.0,3.15,3.1,3.2,0.40808697387695314,2026-08-07,call,3.1500000000000004,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00217500,217.5,2.43,2.37,2.44,0.401373173828125,2026-08-07,call,2.4050000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00220000,220.0,1.8,1.76,1.83,0.39588006469726567,2026-08-07,call,1.795,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00222500,222.5,1.31,1.3,1.35,0.3913635083007812,2026-08-07,call,1.3250000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00225000,225.0,0.94,0.94,0.98,0.387701435546875,2026-08-07,call,0.96,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00227500,227.5,0.7,0.67,0.72,0.387701435546875,2026-08-07,call,0.6950000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00230000,230.0,0.49,0.49,0.52,0.38721315917968746,2026-08-07,call,0.505,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00232500,232.5,0.36,0.35,0.38,0.38892212646484375,2026-08-07,call,0.365,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00235000,235.0,0.26,0.25,0.29,0.39453730468750003,2026-08-07,call,0.27,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00237500,237.5,0.21,0.19,0.22,0.39990834472656256,2026-08-07,call,0.20500000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00240000,240.0,0.17,0.15,0.18,0.4101621484375,2026-08-07,call,0.16499999999999998,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00245000,245.0,0.1,0.1,0.13,0.4335994140625,2026-08-07,call,0.115,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00250000,250.0,0.08,0.06,0.1,0.45898978515625005,2026-08-07,call,0.08,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00255000,255.0,0.08,0.05,0.07,0.476567734375,2026-08-07,call,0.060000000000000005,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00260000,260.0,0.05,0.04,0.06,0.5039112109375,2026-08-07,call,0.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00265000,265.0,0.05,0.02,0.06,0.51562984375,2026-08-07,call,0.04,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00270000,270.0,0.02,0.02,0.05,0.5429733203125001,2026-08-07,call,0.035,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00275000,275.0,0.03,0.01,0.05,0.5664105859375,2026-08-07,call,0.030000000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00280000,280.0,0.02,0.01,0.03,0.5742230078125,2026-08-07,call,0.02,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00285000,285.0,0.03,0.01,0.04,0.6171913281250001,2026-08-07,call,0.025,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00290000,290.0,0.02,0.01,0.03,0.632816171875,2026-08-07,call,0.02,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00295000,295.0,0.02,0.0,0.03,0.64062859375,2026-08-07,call,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00300000,300.0,0.02,0.0,0.03,0.6718782812500002,2026-08-07,call,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00305000,305.0,0.03,0.0,0.03,0.6953155468750001,2026-08-07,call,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00310000,310.0,0.02,0.0,0.03,0.726565234375,2026-08-07,call,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00315000,315.0,0.02,0.0,0.02,0.7187528125,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00320000,320.0,0.03,0.0,0.02,0.7500025,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00325000,325.0,0.05,0.0,0.02,0.7656273437500001,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00330000,330.0,0.04,0.0,0.02,0.79687703125,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00335000,335.0,0.07,0.0,0.02,0.8125018749999999,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00340000,340.0,0.01,0.0,0.02,0.8437515624999999,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00345000,345.0,0.02,0.0,0.02,0.85937640625,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00350000,350.0,0.01,0.0,0.02,0.8906260937499999,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00360000,360.0,0.01,0.0,0.02,0.92187578125,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00370000,370.0,0.01,0.0,0.02,0.9687503125,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00380000,380.0,0.02,0.0,0.02,1.015629921875,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807C00400000,400.0,0.01,0.0,0.02,1.0781296093750001,2026-08-07,call,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00135000,135.0,0.02,0.01,0.05,1.015629921875,2026-08-03,put,0.030000000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00140000,140.0,0.05,0.01,0.05,0.9335944140625,2026-08-03,put,0.030000000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00150000,150.0,0.03,0.03,0.05,0.8085956640624999,2026-08-03,put,0.04,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00155000,155.0,0.06,0.05,0.09,0.7832052929687501,2026-08-03,put,0.07,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00160000,160.0,0.07,0.07,0.12,0.73437765625,2026-08-03,put,0.095,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00165000,165.0,0.09,0.11,0.15,0.6865265722656251,2026-08-03,put,0.13,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00170000,170.0,0.1,0.16,0.2,0.63867548828125,2026-08-03,put,0.18,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00172500,172.5,0.24,0.19,0.24,0.6162147753906251,2026-08-03,put,0.215,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00175000,175.0,0.23,0.23,0.28,0.5927775097656252,2026-08-03,put,0.255,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00177500,177.5,0.21,0.29,0.33,0.5712933496093751,2026-08-03,put,0.31,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00180000,180.0,0.2,0.36,0.4,0.5502974658203126,2026-08-03,put,0.38,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00182500,182.5,0.49,0.44,0.49,0.5288133056640626,2026-08-03,put,0.46499999999999997,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00185000,185.0,0.61,0.55,0.61,0.5092822509765625,2026-08-03,put,0.5800000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00187500,187.5,0.74,0.7,0.76,0.49609878906250005,2026-08-03,put,0.73,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00190000,190.0,0.98,0.89,0.96,0.47827670166015623,2026-08-03,put,0.925,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00192500,192.5,1.36,1.15,1.24,0.46362841064453125,2026-08-03,put,1.1949999999999998,206.83999633789062,0.35864999389632607,NVDA
